plant,trt,date,d,png,PlantHeight,PlantWidth,PixelCount,ExG,VEG,ExGSS,machine
J019,LN,1650517200.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-21_14-16-16.476_6282500,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-21_14-16-16.476_6282500/Vis_SV_108/0_0_0.png.sml.png,52,58,416,0.313411491276642,1.2431036848625738,1091.1109808618617,Vis_SV_108
J019,LN,1650690000.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-23_14-19-07.127_6363500,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-23_14-19-07.127_6363500/Vis_SV_108/0_0_0.png.sml.png,56,52,503,0.6323469824368797,1.246903836199191,2209.5583994674676,Vis_SV_108
J019,LN,1651122000.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-28_13-55-08.144_6563800,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-28_13-55-08.144_6563800/Vis_SV_108/0_0_0.png.sml.png,64,56,706,0.3334845470479295,1.2268753673806643,687.8570930856445,Vis_SV_108
J019,LN,1651294800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-30_15-09-04.905_6637700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-04-30_15-09-04.905_6637700/Vis_SV_108/0_0_0.png.sml.png,76,76,744,0.2196985696048175,1.236806308733974,303.0054192979886,Vis_SV_108
J019,LN,1651726800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-05_17-29-16.083_6831300,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-05_17-29-16.083_6831300/Vis_SV_108/0_0_0.png.sml.png,97,83,1503,0.26627598669776,1.2079574278285763,1376.1325311120174,Vis_SV_108
J019,LN,1651899600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-07_13-06-30.748_6910700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-07_13-06-30.748_6910700/Vis_SV_108/0_0_0.png.sml.png,105,81,1760,0.348336315569666,1.206370316933859,2279.2428129669493,Vis_SV_108
J019,LN,1652158800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-10_13-14-01.825_7024700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-10_13-14-01.825_7024700/Vis_SV_108/0_0_0.png.sml.png,115,98,2395,0.2596821078657699,1.2043818947490377,1263.9374853751892,Vis_SV_108
J019,LN,1652331600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-12_12-13-18.288_7094200,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-12_12-13-18.288_7094200/Vis_SV_108/0_0_0.png.sml.png,121,97,2838,0.40046575588477584,1.2124199657849901,5801.590514511368,Vis_SV_108
J019,LN,1652504400.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-14_12-20-41.127_7168600,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-14_12-20-41.127_7168600/Vis_SV_108/0_0_0.png.sml.png,139,88,2885,0.357249311728666,1.2145239392669358,5198.184422575303,Vis_SV_108
J019,LN,1652763600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-17_11-36-29.906_7266900,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-17_11-36-29.906_7266900/Vis_SV_108/0_0_0.png.sml.png,149,75,2005,0.7199093287886175,1.2118823280852749,10855.993132298881,Vis_SV_108
J019,LN,1652936400.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-19_11-17-50.512_7329600,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-19_11-17-50.512_7329600/Vis_SV_108/0_0_0.png.sml.png,151,75,2128,0.6024425218416588,1.2095760029818714,11021.979196581202,Vis_SV_108
J019,LN,1653109200.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-21_11-36-31.756_7390700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-21_11-36-31.756_7390700/Vis_SV_108/0_0_0.png.sml.png,167,82,3360,0.28162902000982104,1.2290525685231009,3369.423937225083,Vis_SV_108
J019,LN,1653541200.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-26_11-38-48.011_7548900,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-26_11-38-48.011_7548900/Vis_SV_108/0_0_0.png.sml.png,208,113,4899,0.3304638412333067,1.2393440111990177,7174.55048331936,Vis_SV_108
J019,LN,1653714000.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-28_09-58-32.089_7594700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-28_09-58-32.089_7594700/Vis_SV_108/0_0_0.png.sml.png,213,136,5250,0.4182350642741854,1.2227002289141566,10729.500321505606,Vis_SV_108
J019,LN,1653973200.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-31_14-55-50.226_7700800,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-31_14-55-50.226_7700800/Vis_SV_108/0_0_0.png.sml.png,217,146,5489,0.5320371716098571,1.251954285111911,15617.840365157255,Vis_SV_108
J019,LN,1654232400.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-03_13-27-36.566_7790900,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-03_13-27-36.566_7790900/Vis_SV_108/0_0_0.png.sml.png,218,117,5404,0.47763000399856304,1.2288730776505885,13006.763274899722,Vis_SV_108
