plant,trt,date,d,png,PlantHeight,PlantWidth,PixelCount,ExG,VEG,ExGSS,machine
J014,LN,1650517200.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-21_14-06-40.960_6282000,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-21_14-06-40.960_6282000/Vis_SV_252/0_0_0.png.sml.png,80,58,478,0.16662877271009516,1.1978444612905488,62.60993486784725,Vis_SV_252
J014,LN,1650690000.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-23_14-09-31.944_6363000,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-23_14-09-31.944_6363000/Vis_SV_252/0_0_0.png.sml.png,83,56,531,0.3115870284006784,1.2186888688925768,320.02142521935787,Vis_SV_252
J014,LN,1651122000.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-28_13-44-02.477_6563300,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-28_13-44-02.477_6563300/Vis_SV_252/0_0_0.png.sml.png,86,46,1034,0.3067054155271813,1.2368321510434805,1100.0378569291738,Vis_SV_252
J014,LN,1651294800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-30_14-36-20.393_6637200,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-30_14-36-20.393_6637200/Vis_SV_252/0_0_0.png.sml.png,97,74,1415,0.15887560420253405,1.2360889203240162,631.8748383804533,Vis_SV_252
J014,LN,1651726800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-05_17-18-08.783_6830800,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-05_17-18-08.783_6830800/Vis_SV_252/0_0_0.png.sml.png,130,98,1739,0.17172216425971867,1.2309047613665722,128.36272130415463,Vis_SV_252
J014,LN,1651899600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-07_12-56-10.738_6910200,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-07_12-56-10.738_6910200/Vis_SV_252/0_0_0.png.sml.png,136,79,1889,0.17408249721542599,1.211201529942644,236.202663278429,Vis_SV_252
J014,LN,1652158800.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-10_13-05-26.007_7024200,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-10_13-05-26.007_7024200/Vis_SV_252/0_0_0.png.sml.png,139,66,1496,0.22756692900567566,1.1999774966663461,791.7374273117805,Vis_SV_252
J014,LN,1652331600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-12_12-04-42.392_7093700,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-12_12-04-42.392_7093700/Vis_SV_252/0_0_0.png.sml.png,152,90,2813,0.26674925690798934,1.2133379893639527,3622.598335936431,Vis_SV_252
J014,LN,1652504400.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-14_12-12-05.102_7168100,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-14_12-12-05.102_7168100/Vis_SV_252/0_0_0.png.sml.png,173,112,3649,0.22865558496243382,1.2068961770850675,1712.703756157772,Vis_SV_252
J014,LN,1652763600.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-17_11-27-53.108_7266400,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-17_11-27-53.108_7266400/Vis_SV_252/0_0_0.png.sml.png,187,126,4300,0.23298521302976097,1.204745434092122,1983.6666761284482,Vis_SV_252
J014,LN,1652936400.0,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-19_11-08-58.815_7329100,Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-19_11-08-58.815_7329100/Vis_SV_252/0_0_0.png.sml.png,188,123,4500,0.3325097219922542,1.206577874029302,9468.108578867608,Vis_SV_252
