1650517200.0,1650690000.0,1651122000.0,1651294800.0,1651726800.0,1651899600.0,1652158800.0,1652331600.0,1652504400.0,1652763600.0,1652936400.0,1653109200.0,1653541200.0,1653714000.0,1653973200.0,1654232400.0,1654491600.0,1654664400.0,1654837200.0,1655096400.0,1655182800.0,1655269200.0,1655355600.0,1655442000.0,1655701200.0,1655787600.0,1655874000.0,1655960400.0,1656046800.0,1656651600.0,1656824400.0,1656997200.0,1657342800.0,1657688400.0,1657861200.0,1658206800.0,1658379600.0,1658725200.0,1658898000.0,1659070800.0,1659416400.0,1659589200.0
628.0,655.0,1037.0,1274.0,1401.0,1803.0,2691.0,3038.0,3376.0,3920.0,4388.0,4400.0,3950.0,3055.0,4022.0,5839.0,6454.0,7174.0,6935.0,6513.0,6099.0,5683.0,5514.0,4911.0,5617.0,5481.0,5538.0,5342.0,5381.0,6034.0,6230.0,6053.0,6362.0,5736.0,5724.0,5797.0,5786.0,5486.0,5004.0,5540.0,5228.0,5274.0
164.0,202.0,392.0,475.0,899.0,819.0,1206.0,1483.0,1787.0,2085.0,2292.0,2608.0,3412.0,2910.0,3891.0,4529.0,4921.0,5573.0,6079.0,6400.0,6763.0,7095.0,7316.0,7453.0,7696.0,8070.0,7959.0,7943.0,8101.0,8012.0,7743.0,7497.0,7361.0,7273.0,7070.0,6987.0,6774.0,6741.0,7418.0,7063.0,6112.0,6031.0
393.0,446.0,742.0,882.0,1196.0,1730.0,2183.0,2458.0,2753.0,3267.0,3572.0,3845.0,4769.0,5915.0,6256.0,6732.0,7263.0,7451.0,7529.0,7405.0,7221.0,7098.0,7120.0,7049.0,7120.0,7262.0,6837.0,6928.0,6984.0,7293.0,7183.0,7081.0,7024.0,6259.0,5379.0,5321.0,5208.0,4918.0,5866.0,5822.0,5116.0,4830.0
319.0,347.0,555.0,737.0,1121.0,1161.0,1283.0,1690.0,2438.0,2974.0,3218.0,3578.0,4444.0,4671.0,5176.0,3892.0,3084.0,5184.0,5804.0,6151.0,6365.0,6594.0,6608.0,6555.0,5762.0,5175.0,4605.0,3868.0,4155.0,5317.0,5768.0,5859.0,5874.0,5493.0,4851.0,3403.0,4228.0,3239.0,4573.0,4798.0,5336.0,5310.0
408.0,410.0,617.0,784.0,747.0,1005.0,1773.0,2133.0,2352.0,2845.0,3074.0,3103.0,2471.0,4900.0,5528.0,5546.0,4476.0,4742.0,6290.0,7009.0,7097.0,7209.0,7304.0,7444.0,7710.0,7590.0,7338.0,7144.0,6997.0,5160.0,6440.0,6968.0,4761.0,5741.0,5247.0,4519.0,5741.0,4980.0,6389.0,6281.0,6014.0,5799.0
502.0,585.0,874.0,1126.0,1147.0,1368.0,2153.0,2478.0,3023.0,3674.0,4186.0,4617.0,3951.0,4748.0,6784.0,7323.0,7791.0,8281.0,7651.0,5335.0,5238.0,6274.0,7228.0,7813.0,8757.0,9219.0,10049.0,10422.0,10361.0,6707.0,6282.0,6852.0,7331.0,7582.0,6561.0,5821.0,7244.0,5781.0,8033.0,8677.0,8687.0,9017.0
250.0,269.0,493.0,591.0,859.0,1272.0,1553.0,1780.0,2072.0,2495.0,1991.0,2146.0,3625.0,4040.0,2665.0,3903.0,4913.0,5383.0,5853.0,5911.0,5570.0,4876.0,4165.0,3992.0,4659.0,4595.0,4566.0,4921.0,5217.0,5667.0,5151.0,4896.0,5944.0,4991.0,4803.0,4233.0,4782.0,4740.0,4596.0,4944.0,5163.0,5124.0
642.0,634.0,1197.0,1260.0,1720.0,2222.0,2879.0,3223.0,3711.0,4597.0,4582.0,4542.0,4686.0,5264.0,6350.0,7257.0,7236.0,5657.0,4512.0,5262.0,5668.0,6260.0,6923.0,7511.0,7561.0,7351.0,6594.0,6052.0,5947.0,4836.0,5108.0,5594.0,6391.0,6059.0,6025.0,5599.0,5241.0,4788.0,5996.0,6106.0,6162.0,6212.0
291.0,304.0,564.0,730.0,1403.0,1707.0,2106.0,2487.0,2693.0,3206.0,3449.0,3065.0,3535.0,5436.0,4291.0,3938.0,5826.0,7366.0,7753.0,7937.0,7924.0,7567.0,7124.0,6517.0,5233.0,5219.0,5868.0,6003.0,6186.0,8162.0,8093.0,7638.0,5997.0,7612.0,7549.0,6858.0,6556.0,5430.0,6674.0,6897.0,6884.0,6921.0
