d,trt,plant,date
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-06-21_10-31-27.746_8054100,HN,J031,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-19_10-44-41.107_7327800,HN,J002,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-19_12-17-03.706_7332800,HN,J035,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-22_09-38-03.481_8067500,HN,J025,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-12_13-10-30.493_7097400,HN,J035,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-09_12-53-42.605_8338500,HN,J002,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-04-23_15-06-29.512_6366200,LN,J030,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-25_13-54-08.727_7519900,HN,J025,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-16_08-43-38.782_7998200,LN,J016,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-04-26_15-00-08.207_6482300,HN,J005,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-14_12-10-21.452_7168000,HN,J013,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-441-J017-HN_2022-06-16_08-45-39.211_7998300,HN,J017,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-24_08-50-22.205_8088100,HN,J023,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-25_13-02-12.665_7517800,LN,J032,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-14_18-06-26.910_7171400,HN,J031,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-13_11-40-12.937_7957000,LN,J016,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-21_11-30-59.837_8677000,LN,J020,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-02_11-13-26.195_7760200,HN,J006,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-06-06_13-20-24.053_7838500,LN,J015,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-03_13-36-01.794_7791200,LN,J022,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-31_14-12-48.605_7699300,HN,J005,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-04-23_14-03-46.596_6362700,LN,J012,2022-04-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-03_16-23-26.269_6752100,HN,J023,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-04-26_15-07-36.574_6482700,LN,J009,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-444-J020-LN_2022-07-10_22-07-22.855_8366800,LN,J020,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-24_08-25-28.473_8087100,HN,J013,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-06-17_09-04-08.479_8010100,HN,J023,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-04-21_14-25-51.811_6283000,HN,J024,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-05-12_11-48-44.369_7092800,HN,J006,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-21_11-08-25.483_8676100,LN,J012,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-05-21_11-26-01.071_7390100,HN,J013,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-05_16-57-23.980_6829800,HN,J005,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-07-09_12-07-19.136_8337200,LN,J028,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-07-15_11-40-18.324_8493200,HN,J002,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-01_11-57-49.226_8169900,LN,J034,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-05-24_11-10-38.225_7481600,HN,J005,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-13_13-23-06.979_8431800,HN,J005,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-07-05_14-24-02.686_8250400,HN,J035,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-17_08-40-53.679_8009200,LN,J014,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-02_12-41-33.432_7763800,HN,J026,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-15_09-02-18.795_7987600,LN,J022,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-05_18-51-37.858_6834500,HN,J035,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-03_12-45-04.254_7789400,HN,J005,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-04-30_14-38-38.902_6637300,LN,J015,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-06-20_09-15-41.193_8040000,HN,J018,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-27_10-54-30.662_8889900,HN,J013,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-04-26_15-38-15.568_6484300,HN,J024,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-05_14-00-55.073_8247500,HN,J026,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-06-15_09-49-12.091_7989600,HN,J026,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-20_08-31-45.876_8038500,LN,J004,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-05-03_17-17-49.673_6754200,LN,J029,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-17_09-01-05.093_8010000,LN,J022,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-25_07-16-25.350_8816800,HN,J024,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-16_08-29-16.467_7997700,LN,J012,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-05-21_11-17-23.934_7389600,LN,J009,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-08-04_06-21-26.929_9187200,HN,J005,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-22_07-58-37.923_8063700,LN,J004,2022-06-22
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-03_17-22-59.177_6754500,LN,J032,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-07-09_11-59-52.299_8336900,HN,J025,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-07_12-32-58.801_6908900,HN,J002,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-29_12-21-19.721_8129900,HN,J005,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-08_13-34-29.740_7873800,HN,J021,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-06_14-39-38.537_7841800,LN,J032,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-12_13-06-48.874_7097200,HN,J033,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-31_14-32-31.153_7700000,LN,J012,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-09_12-51-50.799_8338400,LN,J001,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-21_12-59-45.403_8680200,LN,J036,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-07-05_14-03-27.250_8247600,HN,J027,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-04-21_14-00-56.734_6281700,LN,J012,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-25_08-40-18.433_8819600,LN,J036,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-05_14-15-46.383_8248900,LN,J032,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-28_11-16-53.134_7599900,HN,J033,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-429-J006-HN_2022-06-29_12-24-08.631_8130000,HN,J006,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-04-26_15-36-20.756_6484200,HN,J023,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-24_11-41-58.483_7483400,LN,J022,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-07_14-07-58.827_6913900,HN,J035,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-09_13-02-07.208_8338800,HN,J005,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-06-15_08-59-30.441_7987500,HN,J021,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-07_13-16-06.683_6911200,HN,J024,2022-05-07
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-28_09-11-24.200_7592800,LN,J001,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-13_14-52-56.371_8435600,HN,J026,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-29_14-53-18.967_8133500,HN,J005,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-05_18-49-39.885_6834400,LN,J034,2022-05-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-04-21_14-51-41.195_6285200,LN,J030,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-06-21_09-12-14.949_8050800,LN,J014,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-25_08-14-12.784_8818600,HN,J026,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-05-03_15-59-20.175_6750700,HN,J010,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-05-10_13-59-02.084_7027200,LN,J028,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-14_10-59-16.991_7973100,HN,J010,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-07-05_14-25-38.988_8250500,LN,J036,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-25_13-07-22.898_7518100,HN,J035,2022-05-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-14_12-20-41.127_7168600,LN,J019,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-29_12-15-06.641_8129700,HN,J003,2022-06-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-14_12-51-46.289_7977400,LN,J036,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-05-28_09-50-51.365_7594400,LN,J016,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-05-12_11-57-19.865_7093300,HN,J011,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-05-03_17-24-42.683_6754600,HN,J033,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-07-29_08-17-13.126_8965000,HN,J026,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-10_13-23-00.374_7025200,HN,J024,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-05-19_11-58-59.570_7331800,HN,J025,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-29_08-31-54.823_8965600,LN,J032,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-16_10-06-57.032_8001600,LN,J034,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-07-09_13-07-50.106_8339000,LN,J007,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-12_11-59-03.175_7093400,LN,J012,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-04-26_15-03-46.523_6482500,LN,J007,2022-04-26
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-06-08_13-42-58.449_7874100,HN,J024,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-07-03_10-47-53.342_8210300,LN,J032,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-03_13-19-55.256_7790600,LN,J016,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-06-15_08-09-20.956_7985800,HN,J005,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-426-J003-HN_2022-06-13_11-03-38.336_7955600,HN,J003,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-13_13-01-15.370_7960300,HN,J033,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-16_09-44-55.512_8000700,HN,J025,2022-06-16
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-05-17_11-22-43.985_7266100,LN,J012,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-09_13-43-03.865_8340200,HN,J018,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-02_11-45-53.997_7761300,LN,J016,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-04-28_14-51-47.418_6566600,HN,J031,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-13_11-26-03.106_7956500,LN,J012,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-469-J029-LN_2022-07-13_15-00-59.504_8435900,LN,J029,2022-07-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-24_08-07-38.769_8086500,LN,J008,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-06-28_13-53-06.376_8116400,HN,J025,2022-06-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-09_13-30-34.634_8339700,HN,J013,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-06-17_08-38-35.644_8009100,HN,J013,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-07-27_10-21-46.084_8888600,LN,J001,2022-07-27
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-04-21_14-06-40.960_6282000,LN,J014,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-465-J025-HN_2022-04-28_14-39-06.187_6566000,HN,J025,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-17_08-52-39.437_8009700,LN,J019,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-31_15-42-18.044_7703100,HN,J026,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-08-04_07-12-54.787_9189200,HN,J024,2022-08-04
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-29_06-54-59.884_8962400,LN,J016,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-439-J015-LN_2022-07-01_09-06-41.417_8165800,LN,J015,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-04-28_13-41-50.004_6563200,HN,J013,2022-04-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-03_12-50-44.706_7789600,LN,J007,2022-06-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-428-J005-HN_2022-07-21_10-51-23.679_8675400,HN,J005,2022-07-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-04-21_14-57-24.947_6285500,HN,J033,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-06-21_10-39-53.572_8054400,LN,J034,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-05-24_11-08-51.574_7481500,LN,J004,2022-05-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-437-J013-HN_2022-07-15_12-09-48.096_8494400,HN,J013,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-07-09_13-45-53.214_8340300,LN,J019,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-06-23_09-59-44.138_8079700,HN,J035,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-442-J018-HN_2022-07-25_07-00-06.653_8816200,HN,J018,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-04-30_15-14-13.863_6638000,LN,J022,2022-04-30
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-05-17_11-36-29.906_7266900,LN,J019,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-07-09_13-19-07.505_8339400,HN,J011,2022-07-09
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-05-12_12-55-34.848_7096600,HN,J027,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-29_06-29-34.363_8961500,LN,J008,2022-07-29
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-17_09-48-16.925_8012100,HN,J027,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-31_14-18-29.429_7699500,LN,J007,2022-05-31
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-02_12-02-00.546_7761800,LN,J022,2022-06-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-01_11-55-40.344_8169800,HN,J033,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-445-J021-HN_2022-05-12_12-16-44.336_7094400,HN,J021,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-466-J026-HN_2022-05-03_17-11-03.462_6753900,HN,J026,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-07-11_13-27-08.017_8370200,LN,J034,2022-07-11
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-471-J031-HN_2022-05-12_13-03-07.668_7097000,HN,J031,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-13_11-47-54.632_7957300,LN,J019,2022-06-13
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-468-J028-LN_2022-08-02_08-18-43.811_9107700,LN,J028,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-06-14_11-21-53.223_7973800,LN,J016,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-06-08_12-44-13.788_7872000,LN,J004,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-07-05_12-13-52.794_8244000,LN,J008,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-443-J019-LN_2022-06-08_13-28-51.223_7873600,LN,J019,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-20_10-36-20.412_8043400,LN,J036,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-424-J001-LN_2022-05-03_15-40-20.155_6749800,LN,J001,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-05-10_13-20-54.847_7025100,HN,J023,2022-05-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-06-20_08-40-11.952_8038800,LN,J007,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-05-03_16-21-42.973_6752000,LN,J022,2022-05-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-475-J035-HN_2022-05-28_11-27-43.966_7601400,HN,J035,2022-05-28
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-430-J007-LN_2022-05-12_11-50-27.298_7092900,LN,J007,2022-05-12
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-06-21_10-44-49.823_8054600,LN,J036,2022-06-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-440-J016-LN_2022-07-15_12-16-23.935_8494700,LN,J016,2022-07-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-07-01_09-23-16.809_8166500,LN,J022,2022-07-01
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-427-J004-LN_2022-07-25_06-19-15.463_8814700,LN,J004,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-438-J014-LN_2022-05-14_12-12-05.102_7168100,LN,J014,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-07-05_14-18-49.786_8249800,HN,J033,2022-07-05
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-476-J036-LN_2022-05-17_12-34-21.902_7270200,LN,J036,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-05-19_11-28-17.278_7330100,HN,J024,2022-05-19
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-24_08-09-36.848_8086600,LN,J009,2022-06-24
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-23_09-54-07.677_8079500,HN,J033,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-06-17_08-30-42.707_8008900,LN,J012,2022-06-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-06_13-38-12.244_7839200,LN,J022,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-04-21_14-55-30.038_6285400,LN,J032,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-20_10-29-36.764_8043100,HN,J033,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-470-J030-LN_2022-05-14_18-04-43.728_7171300,LN,J030,2022-05-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-04-21_14-23-56.682_6282900,HN,J023,2022-04-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-447-J023-HN_2022-07-25_07-13-35.783_8816700,HN,J023,2022-07-25
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-446-J022-LN_2022-06-20_09-27-11.034_8040400,LN,J022,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-431-J008-LN_2022-06-15_08-17-51.432_7986100,LN,J008,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-432-J009-LN_2022-06-23_08-09-45.542_8075400,LN,J009,2022-06-23
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-448-J024-HN_2022-07-03_09-37-24.753_8207900,HN,J024,2022-07-03
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-435-J012-LN_2022-07-10_21-42-10.452_8365900,LN,J012,2022-07-10
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-425-J002-HN_2022-05-17_11-04-05.753_7265100,HN,J002,2022-05-17
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-14_11-02-05.318_7973200,HN,J011,2022-06-14
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-08-02_06-34-11.266_9104200,HN,J010,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-06-08_15-08-20.529_7876500,LN,J032,2022-06-08
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-08-02_06-36-06.368_9104300,HN,J011,2022-08-02
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-473-J033-HN_2022-06-15_10-06-35.277_7990300,HN,J033,2022-06-15
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-434-J011-HN_2022-06-06_13-04-01.135_7838000,HN,J011,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-433-J010-HN_2022-06-06_13-01-12.582_7837900,HN,J010,2022-06-06
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-467-J027-HN_2022-06-20_10-16-42.344_8042500,HN,J027,2022-06-20
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-472-J032-LN_2022-05-21_12-28-33.425_7393600,LN,J032,2022-05-21
Sorghumnutrient/4-20-22-Jinliang-Nutrient_420-474-J034-LN_2022-05-17_12-30-55.480_7270000,LN,J034,2022-05-17
